question_id,permutation_idx,prob_A,prob_B,prob_C,prob_D,predicted_answer,correct_position,correct_answer,model,temperature
q1,0,0.8666666666666667,0.06666666666666667,0.06666666666666667,0.0,A,A,A,microsoft/Phi-3-mini-4k-instruct,0.5
q1,1,0.6666666666666666,0.06666666666666667,0.13333333333333333,0.13333333333333333,A,D,A,microsoft/Phi-3-mini-4k-instruct,0.5
q1,2,0.6666666666666666,0.26666666666666666,0.06666666666666667,0.0,A,C,A,microsoft/Phi-3-mini-4k-instruct,0.5
q1,3,0.6666666666666666,0.3333333333333333,0.0,0.0,A,B,A,microsoft/Phi-3-mini-4k-instruct,0.5
q2,0,0.9166666666666666,0.0,0.0,0.08333333333333333,A,C,C,microsoft/Phi-3-mini-4k-instruct,0.5
q2,1,0.7142857142857143,0.0,0.07142857142857142,0.21428571428571427,A,B,C,microsoft/Phi-3-mini-4k-instruct,0.5
q2,2,0.9230769230769231,0.0,0.07692307692307693,0.0,A,A,C,microsoft/Phi-3-mini-4k-instruct,0.5
q2,3,0.7692307692307693,0.0,0.0,0.23076923076923078,A,D,C,microsoft/Phi-3-mini-4k-instruct,0.5
q3,0,1.0,0.0,0.0,0.0,A,B,B,microsoft/Phi-3-mini-4k-instruct,0.5
q3,1,1.0,0.0,0.0,0.0,A,A,B,microsoft/Phi-3-mini-4k-instruct,0.5
q3,2,1.0,0.0,0.0,0.0,A,D,B,microsoft/Phi-3-mini-4k-instruct,0.5
q3,3,1.0,0.0,0.0,0.0,A,C,B,microsoft/Phi-3-mini-4k-instruct,0.5
q4,0,0.3333333333333333,0.6666666666666666,0.0,0.0,B,A,A,microsoft/Phi-3-mini-4k-instruct,0.5
q4,1,0.5,0.0,0.5,0.0,A,D,A,microsoft/Phi-3-mini-4k-instruct,0.5
q4,2,0.3333333333333333,0.6666666666666666,0.0,0.0,B,C,A,microsoft/Phi-3-mini-4k-instruct,0.5
q4,3,0.25,0.75,0.0,0.0,B,B,A,microsoft/Phi-3-mini-4k-instruct,0.5
q5,0,0.7333333333333333,0.13333333333333333,0.13333333333333333,0.0,A,C,C,microsoft/Phi-3-mini-4k-instruct,0.5
q5,1,0.7333333333333333,0.13333333333333333,0.13333333333333333,0.0,A,B,C,microsoft/Phi-3-mini-4k-instruct,0.5
q5,2,0.8666666666666667,0.06666666666666667,0.06666666666666667,0.0,A,A,C,microsoft/Phi-3-mini-4k-instruct,0.5
q5,3,0.8,0.06666666666666667,0.06666666666666667,0.06666666666666667,A,D,C,microsoft/Phi-3-mini-4k-instruct,0.5
